Date,High,Low,Open,Close,Volume,Adj Close,EWMA-5,EWMA-12,EWMA-26,MACD,SIGNAL LINE,RSI-7,RSI-14,+DI,-DI,adx,%K,%D,%Ks,%Ds,ichi_a,ichi_b,ichi_base,ichi_con,70,30,80,20
2009-12-29,28.985000610351562,28.725000381469727,28.725000381469727,28.8700008392334,9551000.0,19.197795867919922,28.76254412013294,28.80981815360495,28.86138827794828,-0.051570124343328416,-0.036694958777703006,52.57252309688608,,19.569924534557963,23.50709771886057,0.0,49.480989867950726,39.841433345856125,39.841433345856125,36.434122093459685,28.12510112103294,27.89905336674522,28.940000534057617,28.877500534057617,70,30,80,20
2009-12-30,28.950000762939453,28.739999771118164,28.8700008392334,28.84000015258789,9625200.0,19.177846908569336,28.788374449498424,28.81466427438332,28.859326153179676,-0.04466187879635797,-0.03831164163686471,51.27141448684145,,18.78306526300807,22.561934248523627,0.0,69.89793733772932,49.977450708697255,49.977450708697255,41.00136697436228,28.12510112103294,27.89905336674522,28.940000534057617,28.645000457763672,70,30,80,20
2009-12-31,28.875,28.46500015258789,28.790000915527344,28.5,10848800.0,18.951757431030273,28.692220716815786,28.76447785468529,28.825438965782197,-0.06096111109690838,-0.042894370798880206,39.25899719586445,,17.318946150290053,26.03153047668464,0.0,41.56618615264765,47.151918500540326,47.151918500540326,43.06747502735958,28.12510112103294,27.89905336674522,28.940000534057617,28.570000648498535,70,30,80,20
2010-01-04,28.610000610351562,28.450000762939453,28.579999923706055,28.520000457763672,13870400.0,18.96506118774414,28.634802452253247,28.725704583264495,28.797205064309548,-0.07150048104505302,-0.04866885304620203,40.15871314731514,,16.76959128248872,25.503175536986074,0.0,13.08405883904825,35.737314406450366,35.737314406450366,40.61146862528017,28.12510112103294,27.89905336674522,28.940000534057617,28.717500686645508,70,30,80,20
2010-01-05,28.4950008392334,28.06999969482422,28.424999237060547,28.174999237060547,23172400.0,18.73564338684082,28.481514225783275,28.63877755365578,28.740727171540446,-0.10194961788466728,-0.05940421903345688,31.40501251078311,,15.299676590070307,30.669596957074024,0.0,11.47534832528704,27.62219413723907,27.62219413723907,36.26682795075173,28.12510112103294,27.89905336674522,28.897500038146973,28.52750015258789,70,30,80,20
2010-01-06,28.219999313354492,27.989999771118164,28.174999237060547,28.165000915527344,19264600.0,18.728988647460938,28.376000387243078,28.564291454041417,28.689326454464645,-0.12503500042322813,-0.07260831855769831,31.190069526885466,,14.595491566665434,30.85890466173737,0.0,17.588039879846722,24.269820375408063,24.269820375408063,32.258672167573465,28.12510112103294,27.89905336674522,28.857500076293945,28.487500190734863,70,30,80,20
2010-01-07,28.184999465942383,27.875,28.165000915527344,28.094999313354492,13234600.0,18.68243980407715,28.282327798162747,28.490758321474058,28.637059805956955,-0.1463014844828976,-0.08741688321212163,29.64060781191128,,13.681470966119658,31.24954119213472,0.0,19.81974706165372,22.784200839272827,22.784200839272827,29.095699625891513,28.12510112103294,27.89905336674522,28.800000190734863,28.43000030517578,70,30,80,20
2010-01-08,27.81999969482422,27.375,27.729999542236328,27.575000762939453,28712400.0,18.336660385131836,28.04654278216659,28.347675591384498,28.54493721852086,-0.19726162713636342,-0.10946914307926449,21.132987255835104,,11.828669169479591,36.422063083234825,0.0,12.422402926653588,19.326759039276713,19.326759039276713,25.83607771368392,28.12510112103294,27.89905336674522,28.550000190734863,28.18000030517578,70,30,80,20
2010-01-11,28.225000381469727,27.399999618530273,27.575000762939453,28.135000228881836,28642400.0,18.709041595458984,28.076029376226256,28.31452561374911,28.509824169412504,-0.19529855566339194,-0.1266870635676863,41.02103639499322,,17.163991131408103,31.20704551629216,0.0,47.20496526494366,28.62578653700569,28.62578653700569,26.76661028987393,28.12510112103294,27.89905336674522,28.550000190734863,28.18000030517578,70,30,80,20
2010-01-12,28.5,28.030000686645508,28.045000076293945,28.440000534057617,23269800.0,18.91185760498047,28.19735523095317,28.334044021282722,28.503911911520376,-0.16986789023765425,-0.13534416047763456,48.70635038726642,47.318447338208976,20.502803185623705,28.68702379730612,0.0,67.61904877239468,41.629406457255854,41.629406457255854,31.723111521960632,28.8125,28.8125,28.550000190734863,28.162500381469727,70,30,80,20
2010-01-13,28.71500015258789,28.344999313354492,28.43000030517578,28.514999389648438,15157400.0,18.961729049682617,28.303237859607865,28.362144704276993,28.50484088722712,-0.14269618295012876,-0.1368174146601656,50.43875607409467,48.53664194858361,22.912327343031322,26.848925596922314,23.802201057618866,75.99995930989583,53.089703848011325,53.089703848011325,38.84745145717836,28.725000381469727,28.725000381469727,28.550000190734863,28.125,70,30,80,20
2010-01-14,28.625,28.385000228881836,28.520000457763672,28.565000534057617,12392600.0,18.994985580444336,28.3904927669884,28.39360088549845,28.50983294224305,-0.11623205674460024,-0.13269396234364916,51.62699275796163,49.34873731221876,21.930739233529415,25.69868949369835,22.667113191275327,88.80599989182203,64.99752321098718,64.99752321098718,47.565889964666695,28.699999809265137,28.699999809265137,28.550000190734863,28.045000076293945,70,30,80,20
2010-01-15,28.674999237060547,28.020000457763672,28.475000381469727,28.145000457763672,27460800.0,18.715688705444336,28.308661570489356,28.355098234794404,28.479826337416565,-0.12472810262216072,-0.13109881570345705,42.32781421846905,43.37010133760061,19.478163449382084,29.056644659084895,22.45769667192292,57.462714185263316,62.48558446375789,62.48558446375789,52.53978626132704,28.699999809265137,28.699999809265137,28.550000190734863,28.045000076293945,70,30,80,20
2010-01-19,28.2450008392334,27.959999084472656,28.110000610351562,28.209999084472656,14615400.0,18.758914947509766,28.275773960809115,28.332648775577102,28.457813609226587,-0.12516483364948527,-0.1299108427812659,44.029845873672784,44.45321282410876,18.508264287595384,28.658108936356335,22.39066399122785,62.31335741716557,62.42817033235311,62.42817033235311,55.83620801196396,28.699999809265137,28.699999809265137,28.550000190734863,28.045000076293945,70,30,80,20
2010-01-20,28.19499969482422,27.645000457763672,28.079999923706055,27.75,18810200.0,18.453025817871094,28.100515567655332,28.242581017407577,28.40049983539335,-0.15791881798577379,-0.13551687938195606,35.859402602788094,38.967688472040464,16.729767721624928,31.261625826152255,22.954197537950048,27.985071440161924,50.94645531776715,50.94645531776715,54.206193619173646,28.90499973297119,28.90499973297119,28.550000190734863,28.045000076293945,70,30,80,20
2010-01-21,27.790000915527344,27.094999313354492,27.774999618530273,27.184999465942383,27396800.0,18.07731819152832,27.795343062194387,28.07921701318794,28.302751510142112,-0.22353449695417282,-0.15313156753140214,28.71866396320874,33.6615948189402,14.840633267717854,36.66770213116735,24.341454811111987,5.555562096528274,35.815558361635546,35.815558361635546,48.075739087615624,29.02500057220459,29.02500057220459,28.40999984741211,27.90499973297119,70,30,80,20
2010-01-22,27.43000030517578,26.989999771118164,27.174999237060547,27.1200008392334,23551400.0,18.034088134765625,27.570228755974306,27.93113974225084,28.20823646923877,-0.2770967269879314,-0.1779371773611839,28.01845423107234,33.121990573849274,13.77975277298535,35.752395858169145,25.771377134749475,7.536292137191963,26.38888740933431,26.38888740933431,40.84659766859911,29.037500381469727,29.037500381469727,28.295000076293945,27.852499961853027,70,30,80,20
2010-01-25,27.270000457763672,26.940000534057617,27.2450008392334,27.174999237060547,16853200.0,18.07066535949707,27.43848549252685,27.814473400913496,28.12614838814013,-0.31167498722663467,-0.20469559383754043,29.602813365328146,34.052283309093895,13.02757100977297,34.62786348854832,27.16813444766678,13.23936639476645,22.00563658845158,22.00563658845158,34.566166767026054,29.037500381469727,29.037500381469727,28.270000457763672,27.827500343322754,70,30,80,20
2010-01-26,27.25,26.934999465942383,27.03499984741211,27.06999969482422,15515000.0,18.000843048095703,27.315656837056647,27.699658328232434,28.042688512207018,-0.34303018397458374,-0.23237149320778394,28.30525910906688,33.13707250932261,12.335394961094085,32.87238253795849,28.472410308052712,7.584279595770831,17.19846118366884,17.19846118366884,28.77686364109997,29.037500381469727,29.037500381469727,28.03499984741211,27.824999809265137,70,30,80,20
2010-01-27,27.329999923706055,26.850000381469727,27.0,27.2549991607666,20414800.0,18.12386131286621,27.29543760545517,27.631107437891874,27.980749579278008,-0.34964214138613414,-0.25583171346485106,33.8761221832453,36.27540112646219,11.346124839551983,31.656246951807134,29.81225507169265,22.19172784992031,18.862896426034656,18.862896426034656,25.47218205140196,29.037500381469727,29.037500381469727,27.917500495910645,27.762499809265137,70,30,80,20
2010-01-28,27.420000076293945,27.065000534057617,27.354999542236328,27.09000015258789,20905200.0,18.014141082763672,27.226958440564935,27.5477142127865,27.911024571062914,-0.363310358276415,-0.27733190784283296,31.495027851526075,34.76197351869344,12.187052851666879,29.755596936822766,30.67474134281423,13.150680636480025,16.958814566215228,16.958814566215228,22.63437809025566,28.940000534057617,28.940000534057617,27.917500495910645,27.762499809265137,70,30,80,20
2010-01-29,27.469999313354492,26.950000762939453,27.219999313354492,27.125,22146800.0,18.037418365478516,27.192972289099515,27.48258480722557,27.849754589155424,-0.36716978192985295,-0.29530246853178294,32.59143378845124,35.356935916847874,11.132663894139583,29.094589143613614,31.673055208993336,19.71322783442852,17.876955514414536,17.876955514414536,21.04856505153146,28.940000534057617,28.940000534057617,27.917500495910645,27.547500610351562,70,30,80,20
2010-02-01,27.280000686645508,27.0,27.2549991607666,27.190000534057617,14517600.0,18.080642700195312,27.191981703995964,27.43751536722211,27.798525809885824,-0.3610104426637122,-0.30844581040796676,34.708551110159064,36.47588782578838,10.600821068324736,27.70464791721882,32.60006094187394,25.27883465902403,20.344254281372187,20.344254281372187,20.813794250655242,28.940000534057617,28.940000534057617,27.917500495910645,27.522500038146973,70,30,80,20
2010-02-02,27.604999542236328,27.075000762939453,27.264999389648438,27.524999618530273,16888600.0,18.30339813232422,27.302987682200154,27.450988768454177,27.77736260876774,-0.3263738403135612,-0.31203179771666356,44.50749789260065,41.86920299217642,15.10177262615104,25.246098529143296,32.06735365748131,71.80838867684865,37.49899225426111,37.49899225426111,26.375535512600703,28.940000534057617,28.940000534057617,27.917500495910645,27.320000648498535,70,30,80,20
2010-02-03,27.479999542236328,27.264999389648438,27.459999084472656,27.434999465942383,15899400.0,18.243560791015625,27.34699161188295,27.448526666850416,27.750960437894488,-0.3024337710440719,-0.31011202906629015,42.63228785525556,40.898999475520036,14.425471868248971,24.115505717822344,31.572696893402444,77.48340857474162,50.82714475764738,50.82714475764738,34.52608032383669,28.940000534057617,28.940000534057617,27.917500495910645,27.227499961853027,70,30,80,20
2010-02-04,27.34000015258789,26.700000762939453,27.274999618530273,26.71500015258789,21342800.0,17.76478385925293,27.136327786472904,27.33559069978804,27.671312226519326,-0.3357215267312874,-0.3152342772014335,31.170779035549472,34.28844209075838,12.694727750658,30.444985820738225,32.256502854744824,1.6573933569381218,34.437216368106014,34.437216368106014,34.496458984917,28.908750534057617,28.940000534057617,27.842500686645508,27.15250015258789,70,30,80,20
2010-02-05,26.71500015258789,26.264999389648438,26.6200008392334,26.545000076293945,29285000.0,17.651737213134766,26.93921854622538,27.213883194475557,27.58496004774663,-0.37107685327107376,-0.3264034005202766,29.152050787548077,32.979501731024186,11.764106144735965,35.299556920557905,33.52444480089847,20.895571250850477,29.92333259571315,29.92333259571315,32.97208282392715,28.908750534057617,28.940000534057617,27.607500076293945,26.934999465942383,70,30,80,20
2010-02-08,26.635000228881836,26.28499984741211,26.635000228881836,26.325000762939453,16721200.0,17.50543975830078,26.73447928269173,27.07705768299851,27.488611329287753,-0.4115536462892422,-0.34343419146963516,26.709947604671783,31.367881033630354,11.083543185137888,33.257449289532715,34.701819465183995,4.4777139148183895,21.44145711318137,21.44145711318137,29.128539747190842,28.792500495910645,28.940000534057617,27.56999969482422,26.934999465942383,70,30,80,20
2010-02-09,27.489999771118164,26.684999465942383,26.844999313354492,27.0049991607666,31495000.0,17.957622528076172,26.824652576099304,27.06596665566851,27.451718030863464,-0.3857513751949533,-0.35189792313270385,42.85235666167788,40.68539944973155,21.7850992910273,27.54531031997034,33.05717489325289,55.22385722785412,32.70225944280869,32.70225944280869,30.319779888129492,28.755000591278076,28.940000534057617,27.489999771118164,26.934999465942383,70,30,80,20
2010-02-10,27.299999237060547,26.584999084472656,27.299999237060547,26.895000457763672,18717600.0,17.884471893310547,26.848101870111552,27.039653924045698,27.409341517990306,-0.36968759394460804,-0.35545595647857847,41.24908942404972,39.776916092684914,19.56416180020433,26.162978419088585,31.72672336580361,47.01499972955507,37.47317351893008,37.47317351893008,32.70424475519806,28.828750610351562,28.940000534057617,27.489999771118164,26.934999465942383,70,30,80,20
2010-02-11,27.165000915527344,26.635000228881836,26.799999237060547,27.110000610351562,26327200.0,18.027442932128906,26.935401450499615,27.05048005601995,27.386602621977996,-0.33612256595804624,-0.3515891921427458,45.58971173592749,42.39177021046045,18.09180310517572,24.194006318132608,30.491304090314994,63.0597854090693,46.00204492030823,46.00204492030823,37.1368452111091,28.71250009536743,28.897500038146973,27.489999771118164,26.934999465942383,70,30,80,20
2010-02-12,27.200000762939453,26.809999465942383,26.959999084472656,26.989999771118164,24640000.0,17.94764518737793,26.953600890748618,27.04117280358763,27.35653220370378,-0.31535940011614727,-0.3443431044629021,43.6271284280793,41.349609396267724,17.578651903217065,22.83232103348796,29.24196811615035,54.10449991886652,48.70286341599825,48.70286341599825,40.992184845184255,28.672500133514404,28.857500076293945,27.489999771118164,26.934999465942383,70,30,80,20
2010-02-16,27.40999984741211,26.96500015258789,27.2549991607666,27.40999984741211,19339400.0,18.22693634033203,27.105733876541706,27.097928806402468,27.360579053718485,-0.26265024731601727,-0.32800429983831314,51.5849671354705,46.16688122494938,19.494122820476946,21.3554072057322,27.478716118228043,93.4693960168345,63.62504154940049,63.62504154940049,48.53647071649548,28.615000247955322,28.800000190734863,27.489999771118164,26.8774995803833,70,30,80,20
2010-02-17,27.774999618530273,27.3799991607666,27.405000686645508,27.665000915527344,17064600.0,18.396507263183594,27.292156223065167,27.18518807648993,27.383582961609704,-0.1983948851197752,-0.3020821209156451,55.724659563005524,48.821160685457365,23.739954123724583,20.11181247144705,26.106925675571993,92.71531878611805,73.32180088814422,73.32180088814422,56.79824766176397,28.365000247955322,28.550000190734863,27.489999771118164,27.019999504089355,70,30,80,20
2010-02-18,27.959999084472656,27.575000762939453,27.575000762939453,27.954999923706055,17264600.0,18.589344024658203,27.513104123432804,27.303640662837463,27.426698271015738,-0.12305760817827505,-0.2662768913094105,59.97091910915185,51.641232581973796,25.140419401678322,18.95329733141027,25.24441344685912,99.7050642084558,82.11622215202041,82.11622215202041,65.23757264261161,28.365000247955322,28.550000190734863,27.489999771118164,27.112499237060547,70,30,80,20
2010-02-19,27.950000762939453,27.59000015258789,27.899999618530273,27.860000610351562,18944800.0,18.526168823242188,27.62873628579279,27.389246727895827,27.459347341745595,-0.07010061384976751,-0.22704134910343604,57.98362341009968,50.689650322949056,23.743978889364882,17.90052443161781,24.44350923448288,94.02993912423621,86.08746119005446,86.08746119005446,72.18753557452978,28.356250286102295,28.550000190734863,27.489999771118164,27.122499465942383,70,30,80,20
2010-02-22,27.93000030517578,27.635000228881836,27.899999618530273,27.690000534057617,13487600.0,18.41312599182129,27.64915770188739,27.435522136834606,27.476704784722823,-0.041182647888216906,-0.18986939155288496,54.46055511226472,49.00896182029872,22.648982139604893,17.075009206770627,23.699812465847803,80.36374178799716,84.17955470755389,84.17955470755389,76.18487531727534,28.33750009536743,28.550000190734863,27.469999313354492,27.272499084472656,70,30,80,20
2010-02-23,27.799999237060547,27.395000457763672,27.704999923706055,27.415000915527344,14835600.0,18.23025894165039,27.571105439751257,27.43236470297948,27.472066826943465,-0.03970212396398409,-0.1598357975738351,49.18662608651363,46.419640084054485,21.20328054040793,19.767669473091807,22.25725251114938,60.36376953125,76.24095960676608,76.24095960676608,76.20357008053789,28.297500133514404,28.550000190734863,27.469999313354492,27.272499084472656,70,30,80,20
2010-02-24,27.59000015258789,27.344999313354492,27.5,27.579999923706055,14470600.0,18.33997917175293,27.574070267736595,27.455079779377662,27.480170755455763,-0.025090976078100624,-0.132886732446265,52.21547292379346,48.12970201456394,20.35676061896046,19.793256409470985,20.76769853272375,71.32079328497541,74.60090416038187,74.60090416038187,75.66934810526742,28.297500133514404,28.550000190734863,27.255000114440918,27.297499656677246,70,30,80,20
2010-02-25,26.790000915527344,26.30500030517578,26.56999969482422,26.559999465942383,63648600.0,17.661706924438477,27.236046667107498,27.317365032710644,27.411151266221854,-0.09378623351121007,-0.12506660925241042,37.24403287652867,39.935327094857165,16.634750279294238,31.088195489248953,21.44758826301341,15.40781564050082,54.869874607337756,54.869874607337756,68.73619025631399,28.297500133514404,28.550000190734863,27.229999542236328,27.13249969482422,70,30,80,20
2010-02-26,26.545000076293945,26.114999771118164,26.545000076293945,26.360000610351562,63095400.0,17.528709411621094,26.944031314837652,27.170069073096737,27.33238088316552,-0.1623118100687826,-0.1325156672526351,35.09181658150513,38.59534776418133,15.565069225109267,31.834673862049385,22.36734956254153,13.279183220287994,41.00631078991188,41.00631078991188,59.492897086350105,28.297500133514404,28.550000190734863,27.03749942779541,27.03749942779541,70,30,80,20
2010-03-01,26.684999465942383,26.395000457763672,26.610000610351562,26.635000228881836,39449800.0,17.711580276489258,26.841020952848176,27.087746473885364,27.28016613849904,-0.1924196646136771,-0.14449648967553969,40.26931363953442,41.40677085036458,16.8895224161527,30.3021129899655,22.799791894090188,28.184317143090485,36.732312903169394,36.732312903169394,51.906035684024076,28.15749979019165,28.40999984741211,27.03749942779541,27.03749942779541,70,30,80,20
2010-03-02,26.844999313354492,26.575000762939453,26.690000534057617,26.649999618530273,24506200.0,17.721555709838867,26.777347174740477,27.020397816461436,27.23302154387589,-0.2126237274144529,-0.15812195810429192,40.551471123960575,41.55855300938951,18.639072292542235,29.050872491183995,22.73068359036063,28.997292494347732,34.15397276509832,34.15397276509832,45.988681373590886,28.073750019073486,28.357500076293945,27.03749942779541,27.03749942779541,70,30,80,20
2010-03-03,27.059999465942383,26.59000015258789,26.649999618530273,26.96500015258789,26574200.0,17.93102264404297,26.83989816735742,27.011874779050192,27.21298488608465,-0.20111010703445942,-0.1667195984310018,46.356898697632076,44.6879733876688,20.58653312069361,26.963657632109772,22.06501720635365,46.321521637221444,38.20982239102407,38.20982239102407,43.39572837819703,28.048750400543213,28.332500457763672,27.03749942779541,27.03250026702881,70,30,80,20
2010-03-04,27.520000457763672,27.15999984741211,27.350000381469727,27.235000610351562,28983200.0,18.110559463500977,26.971598981690395,27.046202920226527,27.214629606243424,-0.1684266860168968,-0.16706101628304243,50.84537804245024,47.207958374213845,25.80185874252504,24.706319047747538,20.643875569365512,61.70801706209548,46.04255395047439,46.04255395047439,44.27800356922947,27.929999828338623,28.329999923706055,27.03749942779541,27.022500038146973,70,30,80,20
2010-03-05,27.475000381469727,27.18000030517578,27.344999313354492,27.350000381469727,24238600.0,18.18703842163086,27.097732781617857,27.092942247189285,27.224736305286026,-0.13179405809674094,-0.16000761911142067,52.68490479255332,48.252282699204144,24.621935697512246,23.57649520471447,19.324244049305097,73.29382799898124,55.126311968519396,55.126311968519396,47.89410636973961,27.84000015258789,28.287500381469727,27.03749942779541,26.957499504089355,70,30,80,20
2010-03-08,27.434999465942383,27.15999984741211,27.360000610351562,27.229999542236328,18915600.0,18.107236862182617,27.141821701824252,27.114028464352803,27.22512902546425,-0.11110056111144573,-0.15022620137153025,50.532193609293195,47.23818274127089,23.541184685059434,22.860868167462222,18.04866479763331,75.59318527139301,61.9486030704166,61.9486030704166,52.57893860394364,27.84000015258789,28.287500381469727,27.03749942779541,26.852499961853027,70,30,80,20
2010-03-09,27.295000076293945,26.975000381469727,27.170000076293945,27.09000015258789,23070000.0,18.014141082763672,27.124547852078738,27.110331729878926,27.21505174650263,-0.10472001662370545,-0.14112495985161178,48.03425890460502,46.06356740107001,22.313804150620005,24.683156041308333,17.11958161947736,69.39501103003563,64.43073905718413,64.43073905718413,56.52953875538643,27.732500553131104,28.287500381469727,27.03749942779541,26.817500114440918,70,30,80,20
2010-03-10,27.184999465942383,27.020000457763672,27.1299991607666,27.100000381469727,21574800.0,18.02079200744629,27.116365361875715,27.10874226578556,27.20647605265028,-0.09773378686472256,-0.13244672176788622,48.233662382854966,46.16301638326759,21.685968191493334,23.98865442953195,16.2568615254754,70.10677074495163,66.32274961988908,66.32274961988908,59.79394237708708,27.72000026702881,28.287500381469727,27.03749942779541,26.817500114440918,70,30,80,20
2010-03-11,26.889999389648438,26.5,26.889999389648438,26.799999237060547,29130600.0,18.115432739257812,27.010909986937158,27.06124268396203,27.17619214893481,-0.11494946497278136,-0.1289472692841846,42.85231062757531,43.65189592671974,19.53363048795395,30.209464740770876,16.628652988777635,35.99989149305556,56.21513024386555,56.21513024386555,58.6010049992979,27.61875057220459,28.287500381469727,27.03749942779541,26.957500457763672,70,30,80,20
2010-03-12,26.885000228881836,26.6299991607666,26.844999313354492,26.674999237060547,22334400.0,18.030935287475586,26.89893973697817,27.00181992256812,27.138867598559234,-0.13704767599111278,-0.1305673510421096,40.78404143276355,42.646635508945785,18.684848164321018,28.896792235053564,16.97388791898685,17.156780247356828,43.19568024467522,43.19568024467522,53.46589674761735,27.572500228881836,28.287500381469727,27.03749942779541,27.010000228881836,70,30,80,20
2010-03-15,26.920000076293945,26.684999465942383,26.864999771118164,26.825000762939453,23874000.0,18.13232421875,26.874293412298577,26.97461670663075,27.115502772069366,-0.1408860654386146,-0.13263109434589795,44.303188202463105,44.2489491585873,18.495569256214857,27.653498632335538,17.178912694082445,31.86280559638277,39.418055361842576,39.418055361842576,48.78328295227419,27.4975004196167,28.21250057220459,27.03749942779541,27.010000228881836,70,30,80,20
