Date,High,Low,Open,Close,Volume,Adj Close,Signal
2/1/2013,73.76000214,71.69000244,73.48999786,72.48999786,800500,70.99518585,wait or hold
3/1/2013,73.44000244,72.12999725,72.84999847,72.48999786,520600,70.99518585,wait or hold
4/1/2013,73.63999939,72.38999939,72.75,73.62000275,615000,72.10191345,wait or hold
7/1/2013,73.80000305,73.15000153,73.15000153,73.37000275,1054400,71.85707092,wait or hold
8/1/2013,73.66000366,72.13999939,73.16999817,72.16999817,840000,70.68180084,wait or hold
9/1/2013,73.22000122,72.22000122,72.38999939,72.38999939,537600,70.89726257,wait or hold
10/1/2013,72.55999756,71.51000214,72.55999756,71.76000214,583200,70.2802887,wait or hold
11/1/2013,73.73999786,71.48000336,72.08000183,72.29000092,780200,70.79933167,wait or hold
14/1/2013,72.83000183,71.90000153,72.01999664,72.58000183,663200,71.08336639,wait or hold
15/1/2013,73.72000122,71.51999664,72.36000061,73.63999939,442000,72.12148285,wait or hold
16/1/2013,73.81999969,72.98000336,73.81999969,73.36000061,368700,71.84725952,wait or hold
17/1/2013,74.23000336,73.09999847,73.15000153,73.41999817,449700,71.90602112,wait or hold
18/1/2013,73.77999878,73.25,73.43000031,73.75,266400,72.22924042,wait or hold
22/1/2013,74.44000244,73.61000061,73.75,74.08000183,418300,72.55243683,wait or hold
23/1/2013,74.94000244,73.77999878,73.86000061,74.75,409400,73.20860291,wait or hold
24/1/2013,75.48000336,74.30999756,75,75.01000214,588000,73.46326447,wait or hold
25/1/2013,75.65000153,74.77999878,75.01000214,75.25,702300,73.69829559,wait or hold
28/1/2013,76.70999908,75.25,75.41999817,75.94000244,1043500,74.37409973,wait or hold
29/1/2013,75.83000183,74.48999786,75.83000183,74.56999969,852000,73.03231812,wait or hold
30/1/2013,74.88999939,73.5,74.41000366,73.52999878,790700,72.0138092,wait or hold
31/1/2013,74.05000305,73.04000092,73.47000122,73.51999664,1019200,72.00392914,wait or hold
1/2/2013,74.04000092,72.95999908,73.80000305,73.66000366,952900,72.1410675,wait or hold
4/2/2013,73.72000122,72.13999939,73.30999756,72.23000336,1063400,70.74056244,wait or hold
5/2/2013,73.38999939,72.41999817,72.47000122,73.26999664,759000,71.75911713,wait or hold
6/2/2013,73.43000031,72.52999878,72.84999847,72.90000153,848200,71.3967514,wait or hold
7/2/2013,81,73.66999817,79.84999847,77.13999939,5130000,75.54933167,wait or hold
8/2/2013,79.72000122,78.01000214,78.33999634,78.90000153,1298200,77.27301788,wait or hold
11/2/2013,78.91000366,77.23000336,78.65000153,78.38999939,758100,76.77355194,wait or hold
12/2/2013,78.62999725,77.51000214,78.38999939,78.59999847,876100,76.97922516,wait or hold
13/2/2013,79.12999725,77.84999847,78.90000153,78.97000122,1038500,77.34161377,wait or hold
14/2/2013,79.72000122,78.58999634,78.66000366,78.83999634,1005400,77.2142868,wait or hold
15/2/2013,79.18000031,77.93000031,78.83000183,79,1247100,77.37094879,wait or hold
19/2/2013,81.44000244,78.56999969,79.12000275,80.72000122,1730700,79.05550385,wait or hold
20/2/2013,80.94000244,79.38999939,80.41999817,79.5,648700,77.86066437,wait or hold
21/2/2013,80.05000305,78.55999756,79.26000214,79.05999756,915200,77.42972565,wait or hold
22/2/2013,79.45999908,78.62999725,79.19999695,79.20999908,538200,77.57662964,wait or hold
25/2/2013,79.73999786,78.36000061,79.45999908,78.36000061,579900,76.74417114,wait or hold
26/2/2013,78.93000031,76.41999817,78.41999817,77.15000153,990200,75.55912781,wait or hold
27/2/2013,77.58000183,76.22000122,77.29000092,77.30000305,720800,75.70604706,wait or hold
28/2/2013,77.58999634,76.33999634,77.34999847,76.33999634,1180800,74.76581573,wait or hold
1/3/2013,76.66000366,75.62000275,76.37000275,76.37000275,1272700,74.79520416,wait or hold
4/3/2013,77.25,76.09999847,76.23999786,77.01999664,1098400,75.43180084,wait or hold
5/3/2013,77.48999786,76.72000122,77.06999969,76.94999695,1288600,75.36322784,wait or hold
6/3/2013,77.23999786,75.97000122,77.09999847,76.18000031,1255700,74.60910034,wait or hold
7/3/2013,76.75,75.69999695,76.04000092,76.22000122,965500,74.64830017,wait or hold
8/3/2013,77.16000366,75.62999725,76.44000244,76.83999634,736400,75.25550842,wait or hold
11/3/2013,78.05999756,76.83999634,76.87999725,77.52999878,689400,75.93127441,wait or hold
12/3/2013,77.66000366,76.88999939,77.26000214,77.36000061,660600,75.76480103,wait or hold
13/3/2013,78.84999847,77.31999969,77.54000092,78.76999664,645000,77.14569855,wait or hold
14/3/2013,79.12000275,77.36000061,78.90000153,77.66999817,763300,76.06841278,wait or hold
15/3/2013,79.58999634,77.41000366,77.90000153,79.56999969,1237200,77.92921448,wait or hold
18/3/2013,80.76000214,79.01000214,79.08999634,80.69999695,1219200,79.03590393,wait or hold
19/3/2013,80.94000244,79.76999664,80.63999939,80.06999969,1370300,78.41890717,wait or hold
20/3/2013,80.69999695,79.80000305,80.06999969,80.22000122,730100,78.62473297,wait or hold
21/3/2013,80.72000122,79.84999847,79.91000366,80.02999878,616300,78.43849182,wait or hold
22/3/2013,80.44000244,78.97000122,80.12000275,79.80999756,586900,78.22289276,wait or hold
25/3/2013,80.94000244,79.33000183,79.83000183,80.52999878,1150900,78.92857361,wait or hold
26/3/2013,81.61000061,80.55999756,80.86000061,81.59999847,969300,79.97728729,wait or hold
27/3/2013,81.69999695,80.95999908,81.01999664,81.63999939,551000,80.01648712,wait or hold
28/3/2013,83.06999969,81.29000092,81.33999634,82.65000153,1291300,81.00640869,wait or hold
1/4/2013,83.02999878,81.66000366,82.54000092,82.33999634,749200,80.70256805,wait or hold
2/4/2013,82.91000366,81.33000183,82.48999786,82.83000183,956300,81.18283844,wait or hold
3/4/2013,82.94999695,81.5,82.80000305,82.12000275,846100,80.48693848,sell
4/4/2013,82.97000122,81.93000031,82.19999695,82.19999695,819500,80.56536102,sell
5/4/2013,81.62000275,80.75,81.62000275,80.94999695,913700,79.34023285,sell
8/4/2013,81.15000153,80.34999847,81,80.62999725,837500,79.02658081,wait or hold
9/4/2013,79.97000122,78.5,79.97000122,78.70999908,1462900,77.14476013,wait or hold
10/4/2013,81.84999847,79,79,81.23000336,1758800,79.61465454,wait or hold
11/4/2013,83.37000275,80.80999756,81.02999878,83.01000214,1041800,81.35925293,wait or hold
12/4/2013,83.51999664,81.58000183,82.95999908,81.98999786,1009100,80.35951996,wait or hold
15/4/2013,82.19999695,79.98999786,81.88999939,80.26999664,1004500,78.67375183,wait or hold
16/4/2013,80.97000122,79.80000305,80.69000244,80.47000122,720300,78.86975861,wait or hold
17/4/2013,80.25,79.05000305,80.25,79.81999969,762800,78.2326889,wait or hold
18/4/2013,79.86000061,78.80999756,79.80000305,78.91999817,653600,77.35054779,wait or hold
19/4/2013,80.69000244,77.98000336,79.13999939,79.93000031,1045000,78.34049225,buy
