Date,High,Low,Open,Close,Volume,Adj Close,Buy Sell Signal
4/30/2010,9.663214684,9.321428299,9.618214607,9.324643135,542463600,7.978589058,Wait or Hold
5/3/2010,9.567142487,9.388571739,9.422857285,9.512499809,454342000,8.139327049,Wait or Hold
5/4/2010,9.403214455,9.169642448,9.388928413,9.238571167,723819600,7.904941082,Wait or Hold
5/5/2010,9.219285965,8.883213997,9.036786079,9.142499924,883103200,7.822735786,Wait or Hold
5/6/2010,9.223214149,7.116071224,9.065357208,8.794642448,1285860800,7.525095463,Wait or Hold
5/7/2010,8.806071281,8.043213844,8.703928947,8.423571587,1676018400,7.207590103,Wait or Hold
5/10/2010,9.094642639,8.876070976,8.9375,9.071071625,984306400,7.761620045,Wait or Hold
5/11/2010,9.281785965,8.946428299,8.994285583,9.161428452,848906800,7.838932037,Wait or Hold
5/12/2010,9.397500038,9.239285469,9.258571625,9.360357285,654379600,8.009145737,Wait or Hold
5/13/2010,9.464285851,9.157142639,9.400713921,9.227143288,599712400,7.895161629,Wait or Hold
5/14/2010,9.159999847,8.910714149,9.112856865,9.06499958,759362800,7.756425858,Wait or Hold
5/17/2010,9.149285316,8.846785545,9.096428871,9.079285622,762834800,7.768650055,Wait or Hold
5/18/2010,9.23392868,8.937856674,9.177857399,9.012857437,782678400,7.711809635,Wait or Hold
5/19/2010,9.032856941,8.744643211,8.910714149,8.869285583,1025726800,7.588965416,Wait or Hold
5/20/2010,8.708928108,8.436071396,8.638571739,8.491428375,1282915200,7.265651703,Wait or Hold
5/21/2010,8.732142448,8.262499809,8.31499958,8.654285431,1223891200,7.404999733,Wait or Hold
5/24/2010,8.96071434,8.795000076,8.831428528,8.812856674,754238800,7.540678501,Wait or Hold
5/25/2010,8.812856674,8.470000267,8.548213959,8.757857323,1048006400,7.493619442,Wait or Hold
5/26/2010,9.004642487,8.705357552,8.931428909,8.718214035,850654000,7.459697247,Wait or Hold
5/27/2010,9.067500114,8.896785736,8.949999809,9.048213959,666282400,7.742064953,Wait or Hold
5/28/2010,9.264286041,9.048213959,9.263928413,9.174285889,815614800,7.849935055,Wait or Hold
6/1/2010,9.497857094,9.248571396,9.274642944,9.315357208,876472800,7.970643044,Wait or Hold
6/2/2010,9.45714283,9.297499657,9.447856903,9.426785469,688548000,8.065982819,Wait or Hold
6/3/2010,9.48392868,9.300356865,9.470714569,9.39714241,650106800,8.040622711,Wait or Hold
6/4/2010,9.353571892,9.093928337,9.221785545,9.141428947,758304400,7.82182312,Wait or Hold
6/7/2010,9.255356789,8.948214531,9.224642754,8.962142944,886942000,7.668418407,Wait or Hold
6/8/2010,9.064285278,8.77321434,9.044285774,8.904643059,1000770400,7.619213104,Wait or Hold
6/9/2010,8.99642849,8.660357475,8.981071472,8.685714722,854630000,7.431890965,Wait or Hold
6/10/2010,8.963571548,8.649999619,8.744285583,8.946785927,776356000,7.655275345,Wait or Hold
6/11/2010,9.066428185,8.83464241,8.865357399,9.053928375,545759200,7.746955395,Wait or Hold
6/14/2010,9.255356789,9.071785927,9.141428947,9.081428528,602960400,7.770482063,Wait or Hold
6/15/2010,9.280357361,9.125,9.130000114,9.274642944,585074000,7.935804844,Wait or Hold
6/16/2010,9.5625,9.308214188,9.324999809,9.544642448,783678000,8.16683197,Wait or Hold
6/17/2010,9.74642849,9.625,9.66428566,9.70964241,872855200,8.308008194,Wait or Hold
6/18/2010,9.821428299,9.693571091,9.723214149,9.788214684,784621600,8.375239372,Wait or Hold
6/21/2010,9.964642525,9.597499847,9.917499542,9.648928642,776490400,8.256063461,Wait or Hold
6/22/2010,9.856071472,9.696428299,9.720000267,9.780357361,717262000,8.368515968,Wait or Hold
6/23/2010,9.809286118,9.567856789,9.806428909,9.677499771,768457200,8.280506134,Wait or Hold
6/24/2010,9.757143021,9.574999809,9.678571701,9.607142448,714277200,8.220309258,Wait or Hold
6/25/2010,9.652500153,9.493214607,9.645000458,9.524999619,549942400,8.150018692,Wait or Hold
6/28/2010,9.633928299,9.447142601,9.533214569,9.58214283,584948000,8.198918343,Wait or Hold
6/29/2010,9.442500114,9.08214283,9.432857513,9.148928642,1133344800,7.82823801,Wait or Hold
6/30/2010,9.213213921,8.928928375,9.168213844,8.983214378,739452000,7.686444283,Wait or Hold
7/1/2010,9.100000381,8.686429024,9.08214283,8.874285698,1022896000,7.593241215,Wait or Hold
7/2/2010,8.961785316,8.685714722,8.946071625,8.819285393,693842800,7.546181679,Wait or Hold
7/6/2010,9.028571129,8.791428566,8.964285851,8.879642487,615235600,7.597825527,Wait or Hold
7/7/2010,9.241786003,8.919642448,8.946071625,9.238214493,654556000,7.904633999,Wait or Hold
7/8/2010,9.389286041,9.103214264,9.374285698,9.217499733,738144400,7.886909008,Wait or Hold
7/9/2010,9.282142639,9.112856865,9.174642563,9.27214241,433322400,7.933663368,Wait or Hold
7/12/2010,9.35178566,9.102143288,9.233214378,9.188928604,562878400,7.862462521,Wait or Hold
7/13/2010,9.157142639,8.801071167,9.154285431,8.992856979,1190924000,7.694697857,Wait or Hold
7/14/2010,9.135714531,8.892857552,8.906428337,9.026071548,812047600,7.723114491,Wait or Hold
7/15/2010,9.177499771,8.83214283,8.865357399,8.98035717,824866000,7.684000969,Wait or Hold
7/16/2010,9.106071472,8.871786118,9.042142868,8.925000191,1039858400,7.636635303,Wait or Hold
7/19/2010,8.924285889,8.557143211,8.924285889,8.77071476,1024478000,7.504621983,Wait or Hold
7/20/2010,9.032142639,8.571785927,8.675000191,8.996071815,1074950800,7.697446346,Wait or Hold
7/21/2010,9.469642639,9.071428299,9.467499733,9.079999924,1185671200,7.769261837,Wait or Hold
7/22/2010,9.285714149,9.118214607,9.202857018,9.250714302,645318800,7.91533041,Wait or Hold
7/23/2010,9.299285889,9.152856827,9.181785583,9.283571243,533388800,7.943446159,Wait or Hold
7/26/2010,9.28928566,9.203928947,9.285714149,9.260000229,420551600,7.92327404,Wait or Hold
7/27/2010,9.45714283,9.29642868,9.316785812,9.431428909,584771600,8.069958687,Wait or Hold
7/28/2010,9.499643326,9.294642448,9.41678524,9.319999695,519985200,7.97461319,Wait or Hold
7/29/2010,9.380356789,9.146428108,9.311071396,9.218214035,643806800,7.887521267,Wait or Hold
7/30/2010,9.274999619,9.103571892,9.138928413,9.1875,448210000,7.861241817,Wait or Hold
8/2/2010,9.378213882,9.27214241,9.301428795,9.35178566,428055600,8.001811981,Wait or Hold
8/3/2010,9.402142525,9.265000343,9.321785927,9.354642868,417653600,8.004255295,Wait or Hold
8/4/2010,9.438570976,9.296785355,9.387143135,9.39214325,420375200,8.036342621,Wait or Hold
8/5/2010,9.399285316,9.305356979,9.347499847,9.346428871,289097200,7.997229099,Wait or Hold
8/6/2010,9.338928223,9.201071739,9.277856827,9.288928986,444897600,7.948029041,Wait or Hold
8/9/2010,9.362500191,9.270357132,9.338571548,9.348214149,303128000,7.998756409,Wait or Hold
8/10/2010,9.301785469,9.198214531,9.280357361,9.264642715,451920000,7.927249432,Wait or Hold
8/11/2010,9.131785393,8.921785355,9.12142849,8.935357094,620054400,7.645496368,Wait or Hold
8/12/2010,9.03928566,8.789999962,8.810357094,8.992500305,534920400,7.694391727,Wait or Hold
8/13/2010,8.995714188,8.896071434,8.987500191,8.896428108,354869200,7.612188816,Wait or Hold
8/16/2010,8.928928375,8.807857513,8.842143059,8.844285965,318430000,7.567574978,Wait or Hold
8/17/2010,9.093928337,8.899999619,8.931428909,8.998929024,422640400,7.699892044,Wait or Hold
8/18/2010,9.095356941,8.984999657,9.012857437,9.038214684,339696000,7.733504772,Wait or Hold
8/19/2010,9.052857399,8.881428719,9.029999733,8.924285889,426706000,7.636023045,Wait or Hold
8/20/2010,9.068571091,8.892857552,8.906785965,8.915714264,384230000,7.62869072,Wait or Hold
8/23/2010,9,8.758928299,8.992500305,8.778571129,414041600,7.511341572,Wait or Hold
8/24/2010,8.678571701,8.52321434,8.66678524,8.568928719,602565600,7.331965446,Wait or Hold
8/25/2010,8.713928223,8.471428871,8.501428604,8.674642563,596867600,7.422418594,Wait or Hold
8/26/2010,8.776785851,8.581428528,8.76607132,8.581428528,466505200,7.34265852,Wait or Hold
8/27/2010,8.664643288,8.412857056,8.633928299,8.629285812,548391200,7.383608341,Wait or Hold
8/30/2010,8.776785851,8.595714569,8.598571777,8.660714149,383289200,7.410499096,Wait or Hold
8/31/2010,8.734285355,8.583928108,8.637499809,8.682143211,420786800,7.428838253,Wait or Hold
9/1/2010,8.980713844,8.795714378,8.838213921,8.940357208,697037600,7.649775028,Wait or Hold
9/2/2010,9.006071091,8.87749958,8.973571777,9.006071091,415427600,7.70600462,Wait or Hold
9/3/2010,9.242142677,9.089285851,9.110357285,9.241786003,520788800,7.907690048,Wait or Hold
9/7/2010,9.268928528,9.151785851,9.165714264,9.207500458,342557600,7.878355503,Wait or Hold
9/8/2010,9.442500114,9.25357151,9.277856827,9.390000343,526551200,8.034509659,Wait or Hold
9/9/2010,9.518571854,9.390000343,9.465714455,9.395357132,438575200,8.039093018,Wait or Hold
9/10/2010,9.446428299,9.33571434,9.399642944,9.407500267,387542400,8.049482346,Wait or Hold
9/13/2010,9.581428528,9.491428375,9.493571281,9.537142754,388780000,8.160411835,Wait or Hold
9/14/2010,9.613214493,9.48285675,9.507499695,9.573571205,408150400,8.19158268,Wait or Hold
9/15/2010,9.656428337,9.565713882,9.577500343,9.650713921,429368800,8.257586479,Wait or Hold
9/16/2010,9.881071091,9.625,9.651428223,9.87749958,652103200,8.451636314,Wait or Hold
9/17/2010,9.927143097,9.774285316,9.917499542,9.83464241,634477200,8.414969444,Wait or Hold
9/20/2010,10.13500023,9.85178566,9.859999657,10.1153574,658677600,8.655158043,Wait or Hold
9/21/2010,10.26249981,10.09964275,10.13785744,10.1346426,668074400,8.67165947,Wait or Hold
9/22/2010,10.28499985,10.08607101,10.09678555,10.27678585,585289600,8.793283463,Wait or Hold
9/23/2010,10.45571423,10.21428585,10.22607136,10.31857109,786116800,8.829036713,Wait or Hold
9/24/2010,10.48321438,10.37678528,10.43214321,10.43999958,649488000,8.932934761,Wait or Hold
9/27/2010,10.52607155,10.39321423,10.4992857,10.39857101,482834800,8.897486687,Wait or Hold
9/28/2010,10.42035675,9.821428299,10.42035675,10.24499989,1035042400,8.766087532,Wait or Hold
9/29/2010,10.35035706,10.21428585,10.258214,10.26321411,469644000,8.781673431,Wait or Hold
9/30/2010,10.35714245,10.04464245,10.3214283,10.1339283,673391600,8.671050072,Wait or Hold
10/1/2010,10.23499966,10.04821396,10.21964264,10.09000015,448142800,8.633460999,Wait or Hold
10/4/2010,10.10357189,9.92035675,10.05714321,9.951428413,435302000,8.514894485,Wait or Hold
10/5/2010,10.33749962,10.06499958,10.0714283,10.31928539,501967200,8.829651833,Wait or Hold
10/6/2010,10.42821407,10.18785667,10.34249973,10.32821465,670868800,8.837288857,Wait or Hold
10/7/2010,10.3742857,10.24678612,10.36928558,10.32928562,408399600,8.838206291,Wait or Hold
10/8/2010,10.51785755,10.35714245,10.41821384,10.50249958,658403200,8.986414909,Wait or Hold
10/11/2010,10.61571407,10.52142811,10.52642822,10.54857159,427753200,9.025835037,Wait or Hold
10/12/2010,10.6964283,10.44607162,10.55035686,10.66214275,558544000,9.123011589,Wait or Hold
10/13/2010,10.78428555,10.70714283,10.72142887,10.71928596,630092400,9.171908379,Wait or Hold
10/14/2010,10.80249977,10.72857189,10.77464294,10.79678535,435296400,9.238219261,Wait or Hold
10/15/2010,11.25,10.88964272,10.97999954,11.24071407,922194000,9.618065834,Wait or Hold
10/18/2010,11.39285755,11.22464275,11.37392902,11.35714245,1093010800,9.717686653,Wait or Hold
10/19/2010,11.20607185,10.71500015,10.83571434,11.05321407,1232784000,9.457633972,Wait or Hold
10/20/2010,11.22321415,10.95964241,11.03571415,11.09035683,721624400,9.489413261,Wait or Hold
10/21/2010,11.24071407,10.95714283,11.15571404,11.054286,551460000,9.458547592,Wait or Hold
10/22/2010,11.0728569,10.93928528,11.03821468,10.98107147,372778000,9.395903587,Wait or Hold
10/25/2010,11.12857151,11.01571465,11.03892899,11.02999973,392462000,9.43776989,Wait or Hold
10/26/2010,11.06214333,10.91607189,10.95964241,11.00178528,392929600,9.413625717,Wait or Hold
10/27/2010,11.06785679,10.91428566,10.98750019,10.99392891,399002800,9.406903267,Wait or Hold
10/28/2010,11,10.74642849,10.99821472,10.90142822,551051200,9.327755928,Wait or Hold
10/29/2010,10.92428589,10.74535751,10.8653574,10.7492857,430511200,9.197577477,Wait or Hold
11/1/2010,10.91428566,10.79285717,10.79357147,10.86357117,423889200,9.29536438,Wait or Hold
11/2/2010,11.07821465,10.96428585,10.96428585,11.04857159,433930000,9.453659058,Wait or Hold
11/3/2010,11.17428589,11.01892853,11.12035751,11.17142868,508348400,9.558784485,Wait or Hold
11/4/2010,11.43500042,11.25107098,11.26607132,11.366786,642488000,9.725935936,Wait or Hold
11/5/2010,11.41321468,11.3125,11.35678577,11.32607174,361253200,9.691102028,Wait or Hold
11/8/2010,11.42035675,11.31285667,11.32857132,11.37928581,281758400,9.736632347,Wait or Hold
11/9/2010,11.47500038,11.23214245,11.46607113,11.28857136,383544000,9.659011841,Wait or Hold
11/10/2010,11.3846426,11.19821453,11.30857182,11.35821438,384227200,9.718604088,Wait or Hold
11/11/2010,11.37142849,11.22321415,11.25,11.30892849,361284000,9.676431656,Wait or Hold
11/12/2010,11.3035717,10.84392834,11.28571415,11.00107098,795846800,9.413017273,Wait or Hold
11/15/2010,11.09071445,10.9382143,11.01642895,10.96571445,403606000,9.382763863,Wait or Hold
11/16/2010,10.98571396,10.68999958,10.91857147,10.77107143,657650000,9.216218948,Wait or Hold
11/17/2010,10.85678577,10.63428593,10.75714302,10.73214245,479449600,9.182909012,Wait or Hold
11/18/2010,11.05964279,10.88178539,10.89999962,11.01535702,494491200,9.425238609,Wait or Hold
11/19/2010,11.01428604,10.90142822,10.99892902,10.95464325,384843200,9.373289108,Wait or Hold
11/22/2010,11.19142818,10.92392826,10.95285702,11.19142818,393075200,9.575893402,Wait or Hold
11/23/2010,11.1339283,10.94857121,11.08749962,11.02607155,519447600,9.434405327,Wait or Hold
11/24/2010,11.26428604,11.1339283,11.14285755,11.24285698,413725200,9.619897842,Wait or Hold
11/26/2010,11.34642887,11.17642879,11.20499992,11.25,237585600,9.626011848,Wait or Hold
11/29/2010,11.33857155,11.12071419,11.26785755,11.31678581,445785200,9.683157921,Wait or Hold
11/30/2010,11.22714329,11.10249996,11.1978569,11.11250019,501858000,9.508360863,Wait or Hold
12/1/2010,11.34821415,11.25,11.2596426,11.30000019,461750800,9.668792725,Wait or Hold
12/2/2010,11.39285755,11.24607182,11.34035683,11.36250019,462837200,9.722270012,Wait or Hold
12/3/2010,11.38035679,11.29785728,11.32178593,11.33714294,342092800,9.700572968,Wait or Hold
12/6/2010,11.51178551,11.37214279,11.38000011,11.43392849,448481600,9.783389091,Wait or Hold
12/7/2010,11.57107162,11.36142826,11.56428528,11.3646431,391454000,9.724104881,Wait or Hold
12/8/2010,11.46500015,11.32535744,11.41535759,11.46464252,321935600,9.809667587,Wait or Hold
12/9/2010,11.51785755,11.39357185,11.50464249,11.42000008,294151200,9.771471024,Wait or Hold
12/10/2010,11.46607113,11.37857151,11.41607189,11.44857121,262511200,9.795918465,Wait or Hold
12/13/2010,11.60928535,11.46428585,11.58464241,11.48821449,439815600,9.829836845,Wait or Hold
12/14/2010,11.51928616,11.39285755,11.4903574,11.4389286,351008000,9.787667274,Wait or Hold
12/15/2010,11.53571415,11.39964294,11.4285717,11.44142818,417312000,9.789804459,Wait or Hold
12/16/2010,11.52178574,11.43214321,11.46749973,11.47321415,322030800,9.817002296,Wait or Hold
12/17/2010,11.49250031,11.4367857,11.48678589,11.45035744,386929200,9.797442436,Wait or Hold
12/20/2010,11.54464245,11.3653574,11.48571396,11.50749969,385610400,9.846340179,Wait or Hold
12/21/2010,11.58535671,11.50178528,11.53571415,11.57857132,256354000,9.907149315,Wait or Hold
12/22/2010,11.63285732,11.55535698,11.58428574,11.61285686,265921600,9.936486244,Wait or Hold
12/23/2010,11.61250019,11.54178524,11.60714245,11.55714321,223157200,9.888817787,Wait or Hold
12/27/2010,11.62285709,11.48285675,11.53035736,11.59571457,249816000,9.921820641,Wait or Hold
12/28/2010,11.66642857,11.60928535,11.63964272,11.62392902,175924000,9.945959091,Wait or Hold
12/29/2010,11.65892887,11.61071396,11.65071392,11.61750031,163139200,9.940461159,Wait or Hold
12/30/2010,11.62535667,11.53750038,11.6242857,11.55928612,157494400,9.890650749,Wait or Hold
12/31/2010,11.5528574,11.47535706,11.53392887,11.52000046,193508000,9.85703373,Wait or Hold
